id	simp	current_unit	target_unit	manifest_id	manifest_old	tag	match_mode
L7-0688	打仗	b79-m2-agreement-concession	b7-politics-military	L7-0520	b79-m1-comparison-evaluation		simp
L7-0689	打招呼	b79-m2-agreement-concession					unmapped
L7-0690	大包大揽	b79-m2-agreement-concession					unmapped
L7-0691	大笔	b79-m2-agreement-concession					unmapped
L7-0692	大臣	b79-m2-agreement-concession	b7-politics-society	L7-0524	b79-m1-comparison-evaluation		simp
L7-0693	大吃一惊	b79-m2-agreement-concession					unmapped
L7-0694	大大咧咧	b79-m2-agreement-concession					unmapped
L7-0695	大地	b79-m2-agreement-concession					unmapped
L7-0696	大队	b79-m2-agreement-concession					unmapped
L7-0697	大幅度	b79-m2-agreement-concession					unmapped
L7-0698	大公无私	b79-m2-agreement-concession					unmapped
L7-0699	大家庭	b79-m2-agreement-concession					unmapped
L7-0700	大街小巷	b79-m2-agreement-concession					unmapped
L7-0701	大惊小怪	b79-m2-agreement-concession					unmapped
L7-0702	大局	b79-m2-agreement-concession					unmapped
L7-0703	大款	b79-m2-agreement-concession					unmapped
L7-0704	大面积	b79-m2-agreement-concession					unmapped
L7-0705	大名鼎鼎	b79-m2-agreement-concession					unmapped
L7-0706	大模大样	b79-m2-agreement-concession					unmapped
L7-0707	大棚	b79-m2-agreement-concession					unmapped
L7-0708	大片	b79-m2-agreement-concession					unmapped
L7-0709	大气	b79-m2-agreement-concession	b7-nature-geography	L7-0537	b79-m1-comparison-evaluation		simp
L7-0710	大厦	b79-m2-agreement-concession					unmapped
L7-0711	大数据	b79-m2-agreement-concession					unmapped
L7-0712	大肆	b79-m2-agreement-concession					unmapped
L7-0713	大体	b79-m2-agreement-concession					unmapped
L7-0714	大体上	b79-m2-agreement-concession					unmapped
L7-0715	大同小异	b79-m2-agreement-concession					unmapped
L7-0716	大腕儿	b79-m2-agreement-concession					unmapped
L7-0717	大选	b79-m2-agreement-concession					unmapped
L7-0718	大雁	b79-m2-agreement-concession					unmapped
L7-0719	大意	b79-m2-agreement-concession	b7-social-behavior	L7-0545	b79-m1-comparison-evaluation		simp
L7-0720	大意	b79-m2-agreement-concession	b7-social-behavior	L7-0545	b79-m1-comparison-evaluation		simp
L7-0721	大有可为	b79-m2-agreement-concession					unmapped
L7-0722	大宗	b79-m2-agreement-concession					unmapped
L7-0723	歹徒	b79-m2-agreement-concession					unmapped
L7-0724	逮	b79-m2-agreement-concession					unmapped
L7-0725	代号	b79-m2-agreement-concession					unmapped
L7-0726	代理人	b79-m2-agreement-concession					unmapped
L7-0727	代言人	b79-m2-agreement-concession					unmapped
L7-0728	带队	b79-m2-agreement-concession					unmapped
L7-0729	带路	b79-m2-agreement-concession					unmapped
L7-0730	带头	b79-m2-agreement-concession					unmapped
L7-0731	带头人	b79-m2-agreement-concession					unmapped
L7-0732	待	b79-m2-agreement-concession					unmapped
L7-0733	怠工	b79-m2-agreement-concession					unmapped
L7-0734	怠慢	b79-m2-agreement-concession	b7-social-nuance	L7-0558	b79-m1-comparison-evaluation	polite	simp
L7-0735	逮捕	b79-m2-agreement-concession	b7-politics-legal	L7-0555	b79-m1-comparison-evaluation		simp
L7-0736	担	b79-m2-agreement-concession	b7-general-formal	L7-0559	b79-m1-comparison-evaluation		simp
L7-0737	担当	b79-m2-agreement-concession					unmapped
L7-0738	担负	b79-m2-agreement-concession	b7-social-work	L7-0561	b79-m1-comparison-evaluation		simp
L7-0739	单边	b79-m2-agreement-concession					unmapped
L7-0740	单薄	b79-m2-agreement-concession					unmapped
L7-0741	单方面	b79-m2-agreement-concession					unmapped
L7-0742	单身	b79-m2-agreement-concession					unmapped
L7-0743	耽搁	b79-m2-agreement-concession					unmapped
L7-0744	耽误	b79-m2-agreement-concession	b7-general-formal	L7-0564	b79-m1-comparison-evaluation		simp
L7-0745	胆怯	b79-m2-agreement-concession	b7-social-emotions	L7-0565	b79-m1-comparison-evaluation		simp
L7-0746	胆子	b79-m2-agreement-concession					unmapped
L7-0747	但愿	b79-m2-agreement-concession					unmapped
L7-0748	担	b79-m2-agreement-concession	b7-general-formal	L7-0559	b79-m1-comparison-evaluation		simp
L7-0749	担子	b79-m2-agreement-concession					unmapped
L7-0750	诞辰	b79-m2-agreement-concession					unmapped
L7-0751	淡化	b79-m2-agreement-concession					unmapped
L7-0752	淡季	b79-m2-agreement-concession	b7-finance-business	L7-0567	b79-m1-comparison-evaluation		simp
L7-0753	蛋白质	b79-m2-agreement-concession	b7-health-medical	L7-0569	b79-m1-comparison-evaluation		simp
L7-0754	当即	b79-m2-agreement-concession					unmapped
L7-0755	当今	b79-m2-agreement-concession					unmapped
L7-0756	当面	b79-m2-agreement-concession	b7-social-nuance	L7-0574	b79-m1-comparison-evaluation		simp
L7-0757	当日	b79-m2-agreement-concession					unmapped
L7-0758	当事人	b79-m2-agreement-concession	b7-politics-legal	L7-0576	b79-m1-comparison-evaluation		simp
L7-0759	当务之急	b79-m2-agreement-concession					unmapped
L7-0760	当下	b79-m2-agreement-concession					unmapped
L7-0761	当心	b79-m2-agreement-concession					unmapped
L7-0762	当着	b79-m2-agreement-concession					unmapped
L7-0763	当之无愧	b79-m2-agreement-concession					unmapped
L7-0764	当众	b79-m2-agreement-concession					unmapped
L7-0765	当晚	b79-m2-agreement-concession					unmapped
L7-0766	当真	b79-m2-agreement-concession					unmapped
L7-0767	荡漾	b79-m2-agreement-concession					unmapped
L7-0768	档次	b79-m2-agreement-concession	b7-finance-business	L7-0582	b79-m1-comparison-evaluation		simp
L7-0769	导弹	b79-m2-agreement-concession	b7-politics-military	L7-0583	b79-m1-comparison-evaluation		simp
L7-0770	导航	b79-m2-agreement-concession					unmapped
L7-0771	导火索	b79-m2-agreement-concession					unmapped
L7-0772	导师	b79-m2-agreement-concession					unmapped
L7-0773	导向	b79-m2-agreement-concession					unmapped
L7-0774	岛屿	b79-m2-agreement-concession	b7-nature-geography	L7-0585	b79-m1-comparison-evaluation		simp
L7-0775	捣乱	b79-m2-agreement-concession					unmapped
L7-0776	倒卖	b79-m2-agreement-concession					unmapped
L7-0777	倒霉	b79-m2-agreement-concession	b7-social-nuance	L7-0588	b79-m1-comparison-evaluation		simp
L7-0778	倒塌	b79-m2-agreement-concession					unmapped
L7-0779	倒下	b79-m2-agreement-concession					unmapped
L7-0780	到头来	b79-m2-agreement-concession					unmapped
L7-0781	到位	b79-m2-agreement-concession					unmapped
L7-0782	倒计时	b79-m2-agreement-concession					unmapped
L7-0783	倒数	b79-m2-agreement-concession	b7-academic-logic	L7-0589	b79-m1-comparison-evaluation		simp
L7-0784	盗	b79-m2-agreement-concession					unmapped
L7-0785	盗窃	b79-m2-agreement-concession	b7-politics-legal	L7-0593	b79-m1-comparison-evaluation		simp
L7-0786	悼念	b79-m2-agreement-concession					unmapped
L7-0787	道具	b79-m2-agreement-concession					unmapped
L7-0788	稻草	b79-m2-agreement-concession					unmapped
L7-0789	得不偿失	b79-m2-agreement-concession	b7-idioms-formal	L7-0595	b79-m1-comparison-evaluation		simp
L7-0790	得当	b79-m2-agreement-concession					unmapped
L7-0791	得力	b79-m2-agreement-concession	b7-social-work	L7-0596	b79-m1-comparison-evaluation		simp
L7-0792	得失	b79-m2-agreement-concession					unmapped
L7-0793	得手	b79-m2-agreement-concession					unmapped
L7-0794	得体	b79-m2-agreement-concession	b7-social-behavior	L7-0597	b79-m1-comparison-evaluation	polite	simp
L7-0795	得天独厚	b79-m2-agreement-concession	b7-idioms-formal	L7-0598	b79-m1-comparison-evaluation		simp
L7-0796	得益于	b79-m2-agreement-concession					unmapped
L7-0797	得意扬扬	b79-m2-agreement-concession					unmapped
L7-0798	得知	b79-m2-agreement-concession					unmapped
L7-0800	德	b79-m2-agreement-concession					unmapped
L7-0801	灯笼	b79-m2-agreement-concession	b7-culture-holidays	L7-0606	b79-m1-comparison-evaluation		simp
L7-0802	灯泡	b79-m2-agreement-concession					unmapped
L7-0803	登机	b79-m2-agreement-concession	b7-tech-transport	L7-0602	b79-m1-comparison-evaluation		simp
L7-0804	登陆	b79-m2-agreement-concession	b7-tech-science	L7-0604	b79-m1-comparison-evaluation		simp
L7-0805	蹬	b79-m2-agreement-concession					unmapped
L7-0806	凳子	b79-m2-agreement-concession					unmapped
L7-0807	瞪	b79-m2-agreement-concession	b7-social-behavior	L7-0612	b79-m1-comparison-evaluation		simp
L7-0808	低调	b79-m2-agreement-concession					unmapped
L7-0809	低估	b79-m2-agreement-concession	b7-academic-logic	L7-0613	b79-m1-comparison-evaluation		simp
L7-0810	低谷	b79-m2-agreement-concession					unmapped
L7-0811	低价	b79-m2-agreement-concession					unmapped
L7-0812	低迷	b79-m2-agreement-concession					unmapped
L7-0813	低碳	b79-m2-agreement-concession					unmapped
L7-0814	低下	b79-m2-agreement-concession					unmapped
L7-0815	堤	b79-m2-agreement-concession					unmapped
L7-0816	堤坝	b79-m2-agreement-concession	b7-tech-infrastructure	L7-0618	b79-m1-comparison-evaluation		simp
L7-0817	提防	b79-m2-agreement-concession					unmapped
L7-0818	笛子	b79-m2-agreement-concession					unmapped
L7-0819	抵触	b79-m2-agreement-concession					unmapped
L7-0820	抵挡	b79-m2-agreement-concession					unmapped
L7-0821	抵消	b79-m2-agreement-concession	b7-academic-logic	L7-0623	b79-m1-comparison-evaluation		simp
L7-0822	抵押	b79-m2-agreement-concession					unmapped
L7-0823	抵御	b79-m2-agreement-concession					unmapped
L7-0824	抵制	b79-m2-agreement-concession	b7-politics-society	L7-0624	b79-m1-comparison-evaluation		simp
L7-0825	底层	b79-m2-agreement-concession					unmapped
L7-0826	底线	b79-m2-agreement-concession					unmapped
L7-0827	底蕴	b79-m2-agreement-concession					unmapped
L7-0828	底子	b79-m2-agreement-concession					unmapped
L7-0829	地步	b79-m2-agreement-concession	b7-social-nuance	L7-0625	b79-m1-comparison-evaluation		simp
L7-0830	地道	b79-m2-agreement-concession	b7-social-culture	L7-0626	b79-m1-comparison-evaluation		simp
L7-0831	地道	b79-m2-agreement-concession	b7-social-culture	L7-0626	b79-m1-comparison-evaluation		simp
L7-0832	地段	b79-m2-agreement-concession	b7-finance-business	L7-0627	b79-m1-comparison-evaluation		simp
L7-0833	地理	b79-m2-agreement-concession					unmapped
L7-0834	地毯	b79-m2-agreement-concession	b7-general-formal	L7-0629	b79-m1-comparison-evaluation		simp
L7-0835	地下水	b79-m2-agreement-concession					unmapped
L7-0836	地狱	b79-m2-agreement-concession					unmapped
L7-0837	地域	b79-m2-agreement-concession					unmapped
L7-0838	地质	b79-m2-agreement-concession	b7-tech-science	L7-0630	b79-m1-comparison-evaluation		simp
L7-0839	弟子	b79-m2-agreement-concession					unmapped
L7-0840	帝国	b79-m2-agreement-concession					unmapped
L7-0841	帝国主义	b79-m2-agreement-concession					unmapped
L7-0842	递交	b79-m2-agreement-concession					unmapped
L7-0843	第一手	b79-m2-agreement-concession					unmapped
L7-0844	第一线	b79-m2-agreement-concession					unmapped
L7-0845	颠倒	b79-m2-agreement-concession	b7-academic-logic	L7-0633	b79-m1-comparison-evaluation		simp
L7-0846	颠覆	b79-m2-agreement-concession	b7-politics-society	L7-0634	b79-m1-comparison-evaluation		simp
L7-0847	巅峰	b79-m2-agreement-concession	b7-general-formal	L7-0635	b79-m1-comparison-evaluation		simp
L7-0849	点火	b79-m2-agreement-concession	b7-tech-science	L7-0639	b79-m1-comparison-evaluation		simp
L7-0850	点击率	b79-m2-agreement-concession					unmapped
L7-0851	点评	b79-m2-agreement-concession					unmapped
L7-0852	点心	b79-m2-agreement-concession					unmapped
L7-0853	点缀	b79-m2-agreement-concession	b7-culture-arts	L7-0640	b79-m1-comparison-evaluation		simp
L7-0854	点子	b79-m2-agreement-concession					unmapped
L7-0855	电报	b79-m2-agreement-concession	b7-tech-science	L7-0646	b79-m1-comparison-evaluation		simp
L7-0856	电铃	b79-m2-agreement-concession	b7-tech-science	L7-0653	b79-m1-comparison-evaluation		simp
L7-0857	电网	b79-m2-agreement-concession					unmapped
L7-0858	电线	b79-m2-agreement-concession	b7-tech-science	L7-0657	b79-m1-comparison-evaluation		simp
L7-0859	电信	b79-m2-agreement-concession					unmapped
L7-0860	电讯	b79-m2-agreement-concession					unmapped
L7-0861	垫	b79-m2-agreement-concession	b7-general-formal	L7-0641	b79-m1-comparison-evaluation		simp
L7-0862	垫底	b79-m2-agreement-concession	b7-social-nuance	L7-0642	b79-m1-comparison-evaluation		simp
L7-0863	垫子	b79-m2-agreement-concession					unmapped
L7-0864	淀粉	b79-m2-agreement-concession					unmapped
L7-0865	惦记	b79-m2-agreement-concession	b7-social-emotions	L7-0645	b79-m1-comparison-evaluation		simp
L7-0866	奠定	b79-m2-agreement-concession	b7-academic-logic	L7-0643	b79-m1-comparison-evaluation	polite	simp
L7-0867	殿堂	b79-m2-agreement-concession					unmapped
L7-0868	刁难	b79-m2-agreement-concession					unmapped
L7-0869	叼	b79-m2-emphasis-reinforcement					unmapped
L7-0870	雕	b79-m2-emphasis-reinforcement					unmapped
L7-0871	雕刻	b79-m2-emphasis-reinforcement	b7-culture-arts	L7-0661	b79-m1-comparison-evaluation		simp
L7-0872	雕塑	b79-m2-emphasis-reinforcement	b7-culture-arts	L7-0662	b79-m1-comparison-evaluation		simp
L7-0873	吊销	b79-m2-emphasis-reinforcement					unmapped
L7-0874	钓鱼	b79-m2-emphasis-reinforcement					unmapped
L7-0875	调度	b79-m2-emphasis-reinforcement					unmapped
L7-0876	掉队	b79-m2-emphasis-reinforcement					unmapped
L7-0877	掉头	b79-m2-emphasis-reinforcement					unmapped
L7-0878	爹	b79-m2-emphasis-reinforcement					unmapped
L7-0879	迭起	b79-m2-emphasis-reinforcement					unmapped
L7-0880	叠	b79-m2-emphasis-reinforcement					unmapped
L7-0881	丁	b79-m2-emphasis-reinforcement					unmapped
L7-0882	叮嘱	b79-m2-emphasis-reinforcement	b7-social-nuance	L7-0668	b79-m1-comparison-evaluation	polite	simp
L7-0883	盯	b79-m2-emphasis-reinforcement	b7-social-behavior	L7-0673	b79-m1-comparison-evaluation		simp
L7-0884	钉子	b79-m2-emphasis-reinforcement					unmapped
L7-0885	顶多	b79-m2-emphasis-reinforcement					unmapped
L7-0886	顶级	b79-m2-emphasis-reinforcement					unmapped
L7-0887	顶尖	b79-m2-emphasis-reinforcement					unmapped
L7-0888	订单	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0670	b79-m1-comparison-evaluation		simp
L7-0889	订购	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0671	b79-m1-comparison-evaluation		simp
L7-0890	订婚	b79-m2-emphasis-reinforcement					unmapped
L7-0891	订立	b79-m2-emphasis-reinforcement					unmapped
L7-0892	钉	b79-m2-emphasis-reinforcement					unmapped
L7-0893	定金	b79-m2-emphasis-reinforcement					unmapped
L7-0894	定居	b79-m2-emphasis-reinforcement					unmapped
L7-0895	定论	b79-m2-emphasis-reinforcement					unmapped
L7-0896	定为	b79-m2-emphasis-reinforcement					unmapped
L7-0897	定向	b79-m2-emphasis-reinforcement					unmapped
L7-0898	定心丸	b79-m2-emphasis-reinforcement					unmapped
L7-0899	定义	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0680	b79-m1-comparison-evaluation		simp
L7-0900	定做	b79-m2-emphasis-reinforcement					unmapped
L7-0901	丢掉	b79-m2-emphasis-reinforcement					unmapped
L7-0902	丢脸	b79-m2-emphasis-reinforcement					unmapped
L7-0903	丢弃	b79-m2-emphasis-reinforcement					unmapped
L7-0904	丢人	b79-m2-emphasis-reinforcement					unmapped
L7-0905	丢失	b79-m2-emphasis-reinforcement					unmapped
L7-0906	东奔西走	b79-m2-emphasis-reinforcement					unmapped
L7-0907	东道主	b79-m2-emphasis-reinforcement	b7-politics-diplomacy	L7-0682	b79-m1-comparison-evaluation		simp
L7-0908	东张西望	b79-m2-emphasis-reinforcement	b7-idioms-behavior	L7-0683	b79-m1-comparison-evaluation		simp
L7-0909	董事	b79-m2-emphasis-reinforcement					unmapped
L7-0910	董事会	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0685	b79-m1-comparison-evaluation		simp
L7-0911	董事长	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0684	b79-m1-comparison-evaluation		simp
L7-0912	懂事	b79-m2-emphasis-reinforcement	b7-social-virtues	L7-0686	b79-m1-comparison-evaluation		simp
L7-0913	动不动	b79-m2-emphasis-reinforcement					unmapped
L7-0914	动荡	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0687	b79-m1-comparison-evaluation		simp
L7-0915	动感	b79-m2-emphasis-reinforcement					unmapped
L7-0916	动工	b79-m2-emphasis-reinforcement					unmapped
L7-0917	动静	b79-m2-emphasis-reinforcement					unmapped
L7-0918	动脉	b79-m2-emphasis-reinforcement	b7-health-medical	L7-0694	b79-m1-comparison-evaluation		simp
L7-0919	动身	b79-m2-emphasis-reinforcement					unmapped
L7-0920	动弹	b79-m2-emphasis-reinforcement					unmapped
L7-0921	动听	b79-m2-emphasis-reinforcement					unmapped
L7-0922	动向	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0692	b79-m1-comparison-evaluation		simp
L7-0923	动用	b79-m2-emphasis-reinforcement					unmapped
L7-0924	冻结	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0695	b79-m1-comparison-evaluation		simp
L7-0925	栋	b79-m2-emphasis-reinforcement					unmapped
L7-0926	栋梁	b79-m2-emphasis-reinforcement					unmapped
L7-0927	兜	b79-m2-emphasis-reinforcement	b7-general-formal	L7-0701	b79-m1-comparison-evaluation		simp
L7-0928	兜儿	b79-m2-emphasis-reinforcement					unmapped
L7-0929	兜售	b79-m2-emphasis-reinforcement					unmapped
L7-0930	抖	b79-m2-emphasis-reinforcement					unmapped
L7-0931	陡	b79-m2-emphasis-reinforcement	b7-nature-geography	L7-0702	b79-m1-comparison-evaluation		simp
L7-0932	斗	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0704	b79-m1-comparison-evaluation		simp
L7-0933	斗志	b79-m2-emphasis-reinforcement					unmapped
L7-0934	豆浆	b79-m2-emphasis-reinforcement					unmapped
L7-0935	豆子	b79-m2-emphasis-reinforcement					unmapped
L7-0936	逗	b79-m2-emphasis-reinforcement					unmapped
L7-0937	都会	b79-m2-emphasis-reinforcement					unmapped
L7-0938	督促	b79-m2-emphasis-reinforcement	b7-social-work	L7-0706	b79-m1-comparison-evaluation		simp
L7-0939	独	b79-m2-emphasis-reinforcement					unmapped
L7-0940	独唱	b79-m2-emphasis-reinforcement					unmapped
L7-0941	独家	b79-m2-emphasis-reinforcement	b7-culture-media	L7-0712	b79-m1-comparison-evaluation		simp
L7-0943	独身	b79-m2-emphasis-reinforcement					unmapped
L7-0944	独一无二	b79-m2-emphasis-reinforcement	b7-idioms-formal	L7-0714	b79-m1-comparison-evaluation		simp
L7-0945	堵塞	b79-m2-emphasis-reinforcement					unmapped
L7-0946	杜绝	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0717	b79-m1-comparison-evaluation	polite	simp
L7-0947	妒忌	b79-m2-emphasis-reinforcement					unmapped
L7-0948	度	b79-m2-emphasis-reinforcement					unmapped
L7-0949	度假	b79-m2-emphasis-reinforcement					unmapped
L7-0950	渡过	b79-m2-emphasis-reinforcement					unmapped
L7-0951	端正	b79-m2-emphasis-reinforcement	b7-social-virtues	L7-0719	b79-m1-comparison-evaluation		simp
L7-0952	短缺	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0720	b79-m1-comparison-evaluation		simp
L7-0953	短暂	b79-m2-emphasis-reinforcement					unmapped
L7-0954	段落	b79-m2-emphasis-reinforcement					unmapped
L7-0955	断定	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0723	b79-m1-comparison-evaluation		simp
L7-0957	断裂	b79-m2-emphasis-reinforcement					unmapped
L7-0958	堆砌	b79-m2-emphasis-reinforcement					unmapped
L7-0959	队形	b79-m2-emphasis-reinforcement					unmapped
L7-0960	对白	b79-m2-emphasis-reinforcement					unmapped
L7-0961	对策	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0732	b79-m1-comparison-evaluation		simp
L7-0962	对称	b79-m2-emphasis-reinforcement	b7-tech-science	L7-0733	b79-m1-comparison-evaluation		simp
L7-0963	对得起	b79-m2-emphasis-reinforcement					unmapped
L7-0964	对联	b79-m2-emphasis-reinforcement	b7-culture-heritage	L7-0729	b79-m1-comparison-evaluation		simp
L7-0965	对弈	b79-m2-emphasis-reinforcement					unmapped
L7-0966	对照	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0731	b79-m1-comparison-evaluation		simp
L7-0967	对峙	b79-m2-emphasis-reinforcement					unmapped
L7-0968	对准	b79-m2-emphasis-reinforcement					unmapped
L7-0969	兑换	b79-m2-emphasis-reinforcement					unmapped
L7-0970	兑现	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0734	b79-m1-comparison-evaluation		simp
L7-0971	敦促	b79-m2-emphasis-reinforcement					unmapped
L7-0972	敦厚	b79-m2-emphasis-reinforcement					unmapped
L7-0973	炖	b79-m2-emphasis-reinforcement					unmapped
L7-0974	顿时	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0737	b79-m1-comparison-evaluation		simp
L7-0975	多边	b79-m2-emphasis-reinforcement					unmapped
L7-0976	多功能	b79-m2-emphasis-reinforcement					unmapped
L7-0977	多亏	b79-m2-emphasis-reinforcement	b7-social-nuance	L7-0739	b79-m1-comparison-evaluation	polite	simp
L7-0978	多劳多得	b79-m2-emphasis-reinforcement					unmapped
L7-0979	多年来	b79-m2-emphasis-reinforcement					unmapped
L7-0980	多心	b79-m2-emphasis-reinforcement					unmapped
L7-0981	多余	b79-m2-emphasis-reinforcement					unmapped
L7-0982	多元	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0741	b79-m1-comparison-evaluation		simp
L7-0983	哆嗦	b79-m2-emphasis-reinforcement					unmapped
L7-0984	夺冠	b79-m2-emphasis-reinforcement					unmapped
L7-0985	夺魁	b79-m2-emphasis-reinforcement					unmapped
L7-0986	躲避	b79-m2-emphasis-reinforcement	b7-general-formal	L7-0746	b79-m1-comparison-evaluation		simp
L7-0987	躲藏	b79-m2-emphasis-reinforcement					unmapped
L7-0988	舵手	b79-m2-emphasis-reinforcement					unmapped
L7-0989	堕落	b79-m2-emphasis-reinforcement					unmapped
L7-0990	讹诈	b79-m2-emphasis-reinforcement					unmapped
L7-0991	俄语	b79-m2-emphasis-reinforcement					unmapped
L7-0992	鹅	b79-m2-emphasis-reinforcement					unmapped
L7-0993	额外	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0747	b79-m1-comparison-evaluation		simp
L7-0994	厄运	b79-m2-emphasis-reinforcement					unmapped
L7-0995	恶	b79-m2-emphasis-reinforcement					unmapped
L7-0996	恶化	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0749	b79-m1-comparison-evaluation		simp
L7-0997	恶劣	b79-m2-emphasis-reinforcement	b7-nature-geography	L7-0751	b79-m1-comparison-evaluation		simp
L7-0998	恶性	b79-m2-emphasis-reinforcement					unmapped
L7-0999	恶意	b79-m2-emphasis-reinforcement					unmapped
L7-1000	遏制	b79-m2-emphasis-reinforcement	b7-politics-society	L7-0752	b79-m1-comparison-evaluation		simp
L7-1001	鳄鱼	b79-m2-emphasis-reinforcement					unmapped
L7-1002	恩赐	b79-m2-emphasis-reinforcement					unmapped
L7-1003	恩惠	b79-m2-emphasis-reinforcement					unmapped
L7-1004	恩情	b79-m2-emphasis-reinforcement					unmapped
L7-1005	恩怨	b79-m2-emphasis-reinforcement	b7-social-emotions	L7-0753	b79-m1-comparison-evaluation		simp
L7-1006	而已	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0754	b79-m1-comparison-evaluation		simp
L7-1007	耳光	b79-m2-emphasis-reinforcement					unmapped
L7-1011	二手车	b79-m2-emphasis-reinforcement					unmapped
L7-1012	二氧化碳	b79-m2-emphasis-reinforcement					unmapped
L7-1013	发布会	b79-m2-emphasis-reinforcement	b7-culture-media	L7-0757	b79-m2-agreement-concession		simp
L7-1014	发财	b79-m2-emphasis-reinforcement	b7-finance-business	L7-0758	b79-m2-agreement-concession		simp
L7-1015	发愁	b79-m2-emphasis-reinforcement					unmapped
L7-1016	发电机	b79-m2-emphasis-reinforcement					unmapped
L7-1017	发抖	b79-m2-emphasis-reinforcement	b7-social-emotions	L7-0760	b79-m2-agreement-concession		simp
L7-1018	发愤图强	b79-m2-emphasis-reinforcement					unmapped
L7-1019	发光	b79-m2-emphasis-reinforcement					unmapped
L7-1020	发火	b79-m2-emphasis-reinforcement	b7-social-emotions	L7-0762	b79-m2-agreement-concession		simp
L7-1021	发酵	b79-m2-emphasis-reinforcement					unmapped
L7-1022	发掘	b79-m2-emphasis-reinforcement	b7-tech-science	L7-0763	b79-m2-agreement-concession		simp
L7-1023	发愣	b79-m2-emphasis-reinforcement					unmapped
L7-1024	发脾气	b79-m2-emphasis-reinforcement	b7-social-behavior	L7-0766	b79-m2-agreement-concession		simp
L7-1025	发起人	b79-m2-emphasis-reinforcement					unmapped
L7-1026	发热	b79-m2-emphasis-reinforcement					unmapped
L7-1027	发誓	b79-m2-emphasis-reinforcement	b7-social-nuance	L7-0770	b79-m2-agreement-concession		simp
L7-1028	发泄	b79-m2-emphasis-reinforcement					unmapped
L7-1029	发扬	b79-m2-emphasis-reinforcement	b7-social-virtues	L7-0773	b79-m2-agreement-concession	polite	simp
L7-1030	发扬光大	b79-m2-emphasis-reinforcement					unmapped
L7-1031	发育	b79-m2-emphasis-reinforcement	b7-health-medical	L7-0774	b79-m2-agreement-concession		simp
L7-1032	发源地	b79-m2-emphasis-reinforcement					unmapped
L7-1033	发作	b79-m2-emphasis-reinforcement					unmapped
L7-1034	阀门	b79-m2-emphasis-reinforcement					unmapped
L7-1035	发型	b79-m2-emphasis-reinforcement					unmapped
L7-1036	帆	b79-m2-emphasis-reinforcement					unmapped
L7-1037	帆船	b79-m2-emphasis-reinforcement					unmapped
L7-1038	翻番	b79-m2-emphasis-reinforcement					unmapped
L7-1039	翻来覆去	b79-m2-emphasis-reinforcement					unmapped
L7-1040	翻天覆地	b79-m2-emphasis-reinforcement					unmapped
L7-1041	凡	b79-m2-emphasis-reinforcement					unmapped
L7-1042	烦闷	b79-m2-emphasis-reinforcement					unmapped
L7-1043	烦恼	b79-m2-emphasis-reinforcement					unmapped
L7-1044	烦躁	b79-m2-emphasis-reinforcement					unmapped
L7-1045	繁华	b79-m2-emphasis-reinforcement					unmapped
L7-1046	繁忙	b79-m2-emphasis-reinforcement	b7-general-formal	L7-0785	b79-m2-agreement-concession		simp
L7-1047	繁体字	b79-m2-emphasis-reinforcement					unmapped
L7-1048	繁重	b79-m2-emphasis-reinforcement					unmapped
L7-1049	反驳	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0788	b79-m2-agreement-concession		simp
L7-1050	反差	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0789	b79-m2-agreement-concession		simp
L7-1051	反常	b79-m2-emphasis-reinforcement	b7-general-formal	L7-0790	b79-m2-agreement-concession		simp
L7-1052	反倒	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0791	b79-m2-agreement-concession		simp
L7-1053	反感	b79-m2-emphasis-reinforcement	b7-social-emotions	L7-0792	b79-m2-agreement-concession		simp
L7-1054	反过来	b79-m2-emphasis-reinforcement					unmapped
L7-1055	反击	b79-m2-emphasis-reinforcement	b7-politics-military	L7-0793	b79-m2-agreement-concession		simp
L7-1056	反馈	b79-m2-emphasis-reinforcement	b7-academic-work	L7-0795	b79-m2-agreement-concession	polite	simp
L7-1057	反面	b79-m2-emphasis-reinforcement	b7-academic-logic	L7-0796	b79-m2-agreement-concession		simp
L7-1058	反思	b79-m2-emphasis-reinforcement					unmapped
