id	simp	current_unit	manifest_old_unit	manifest_new_unit	tag	resolution	old_unit_matches_current
L7-0549	代		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0550	代表团		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0551	代价		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0552	代理		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0553	代码		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0554	代言		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0555	逮捕	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-legal		simp_fallback	no
L7-0556	贷款		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0557	待遇		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0558	怠慢	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance	polite	simp_fallback	no
L7-0559	担		b79-m1-comparison-evaluation	b7-general-formal		simp_ambiguous	no
L7-0560	担保		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0561	担负	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-work		simp_fallback	no
L7-0562	担任		b79-m1-comparison-evaluation	b7-social-work		id_mismatch_no_simp	no
L7-0563	担忧		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0564	耽误	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0565	胆怯	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0566	诞生		b79-m1-comparison-evaluation	b7-politics-society	polite	id_mismatch_no_simp	no
L7-0567	淡季	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0568	淡水		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0569	蛋白质	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-health-medical		simp_fallback	no
L7-0570	当场		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0571	当初		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0572	当代		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0573	当地		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0574	当面	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0575	当前		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0576	当事人	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-legal		simp_fallback	no
L7-0577	当选		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0578	当中		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0579	挡		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0580	党的		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0581	档案		b79-m1-comparison-evaluation	b7-academic-work		id_mismatch_no_simp	no
L7-0582	档次	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0583	导弹	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-military		simp_fallback	no
L7-0584	岛		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0585	岛屿	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	no
L7-0586	倒闭		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0587	倒计		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0588	倒霉	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0589	倒数	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0590	道德		b79-m1-comparison-evaluation	b7-social-virtues		id_mismatch_no_simp	no
L7-0591	道理		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0592	盗版		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0593	盗窃	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-legal		simp_fallback	no
L7-0594	稻谷		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0595	得不偿失	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-idioms-formal		simp_fallback	no
L7-0596	得力	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-work		simp_fallback	no
L7-0597	得体	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-behavior	polite	simp_fallback	no
L7-0598	得天独厚	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-idioms-formal		simp_fallback	no
L7-0599	得意		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0600	登		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0601	登记		b79-m1-comparison-evaluation	b7-finance-business	polite	id_mismatch_no_simp	no
L7-0602	登机	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-transport		simp_fallback	no
L7-0603	登录		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0604	登陆	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0605	登门		b79-m1-comparison-evaluation	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0606	灯笼	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-culture-holidays		simp_fallback	no
L7-0607	等待		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0608	等候		b79-m1-comparison-evaluation	b7-social-nuance	polite	id_mismatch_no_simp	no
L7-0609	等级		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0610	等同		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0611	等于		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0612	瞪	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-behavior		simp_fallback	no
L7-0613	低估	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0614	低级		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0615	低廉		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0616	低落		b79-m1-comparison-evaluation	b7-social-emotions		id_mismatch_no_simp	no
L7-0617	低头		b79-m1-comparison-evaluation	b7-social-behavior		id_mismatch_no_simp	no
L7-0618	堤坝	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-infrastructure		simp_fallback	no
L7-0619	敌视		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0620	抵达		b79-m1-comparison-evaluation	b7-general-formal	polite	id_mismatch_no_simp	no
L7-0621	抵靠		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0622	抵抗		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0623	抵消	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0624	抵制	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0625	地步	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0626	地道		b79-m1-comparison-evaluation	b7-social-culture		simp_ambiguous	no
L7-0627	地段	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0628	地势		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0629	地毯	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0630	地质	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0631	递增		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0632	颠簸		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0633	颠倒	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0634	颠覆	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0635	巅峰	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0636	典型		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0637	点播		b79-m1-comparison-evaluation	b7-culture-media		id_mismatch_no_simp	no
L7-0638	点菜		b79-m1-comparison-evaluation	b7-culture-food		id_mismatch_no_simp	no
L7-0639	点火	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0640	点缀	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-culture-arts		simp_fallback	no
L7-0641	垫	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0642	垫底	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-nuance		simp_fallback	no
L7-0643	奠定	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-academic-logic	polite	simp_fallback	no
L7-0644	奠基		b79-m1-comparison-evaluation	b7-politics-society	polite	id_mismatch_no_simp	no
L7-0645	惦记	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0646	电报	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0647	电磁		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0648	电道		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0649	电费		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0650	电工		b79-m1-comparison-evaluation	b7-social-work		id_mismatch_no_simp	no
L7-0651	电击		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0652	电力		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0653	电铃	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0654	电路		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0655	电瓶		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0656	电器		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0657	电线	b79-m2-agreement-concession	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0658	电压		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0659	电源		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0660	电子		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0661	雕刻	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-culture-arts		simp_fallback	no
L7-0662	雕塑	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-culture-arts		simp_fallback	no
L7-0663	吊		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0664	钓		b79-m1-comparison-evaluation	b7-culture-sports		id_mismatch_no_simp	no
L7-0665	调动		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0666	跌		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0667	跌幅		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0668	叮嘱	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-nuance	polite	simp_fallback	no
L7-0669	顶端		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0670	订单	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0671	订购	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0672	订阅		b79-m1-comparison-evaluation	b7-culture-media		id_mismatch_no_simp	no
L7-0673	盯	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-behavior		simp_fallback	no
L7-0674	定额		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0675	定理		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0676	定律		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0677	定期		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0678	定食		b79-m1-comparison-evaluation	b7-culture-food		id_mismatch_no_simp	no
L7-0679	定性		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0680	定义	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0681	定制		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0682	东道主	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-diplomacy		simp_fallback	no
L7-0683	东张西望	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-idioms-behavior		simp_fallback	no
L7-0684	董事长	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0685	董事会	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0686	懂事	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-virtues		simp_fallback	no
L7-0687	动荡	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0688	动机		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0689	动力		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0690	动乱		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0691	动态		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0692	动向	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0693	动员		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0694	动脉	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-health-medical		simp_fallback	no
L7-0695	冻结	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0696	洞		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0697	洞察		b79-m1-comparison-evaluation	b7-academic-logic	polite	id_mismatch_no_simp	no
L7-0698	洞穴		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0699	都		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0700	都市		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0701	兜	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0702	陡	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	no
L7-0703	陡峭		b79-m1-comparison-evaluation	b7-nature-geography		id_mismatch_no_simp	no
L7-0704	斗	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0705	斗争		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0706	督促	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-work		simp_fallback	no
L7-0707	毒品		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0708	独立自主		b79-m1-comparison-evaluation	b7-idioms-formal		id_mismatch_no_simp	no
L7-0709	独生子女		b79-m1-comparison-evaluation	b7-social-culture		id_mismatch_no_simp	no
L7-0710	独裁		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0711	独到		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0712	独家	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-culture-media		simp_fallback	no
L7-0713	独特		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0714	独一无二	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-idioms-formal		simp_fallback	no
L7-0715	赌		b79-m1-comparison-evaluation	b7-social-culture		id_mismatch_no_simp	no
L7-0716	赌博		b79-m1-comparison-evaluation	b7-social-culture		id_mismatch_no_simp	no
L7-0717	杜绝	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society	polite	simp_fallback	no
L7-0718	端午节		b79-m1-comparison-evaluation	b7-culture-holidays		id_mismatch_no_simp	no
L7-0719	端正	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-virtues		simp_fallback	no
L7-0720	短缺	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0721	短途		b79-m1-comparison-evaluation	b7-tech-transport		id_mismatch_no_simp	no
L7-0722	断断续续		b79-m1-comparison-evaluation	b7-idioms-formal		id_mismatch_no_simp	no
L7-0723	断定	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0724	断绝		b79-m1-comparison-evaluation	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0725	堆		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0726	堆积		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0727	队列		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0728	对抗		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0729	对联	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-culture-heritage		simp_fallback	no
L7-0730	对应		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0731	对照	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0732	对策	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0733	对称	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-tech-science		simp_fallback	no
L7-0734	兑现	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0735	吨		b79-m1-comparison-evaluation	b7-academic-logic		id_mismatch_no_simp	no
L7-0736	蹲		b79-m1-comparison-evaluation	b7-social-behavior		id_mismatch_no_simp	no
L7-0737	顿时	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0738	多变		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0739	多亏	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-nuance	polite	simp_fallback	no
L7-0740	多媒体		b79-m1-comparison-evaluation	b7-tech-science		id_mismatch_no_simp	no
L7-0741	多元	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0742	多元化		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0743	夺		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0744	夺取		b79-m1-comparison-evaluation	b7-politics-military		id_mismatch_no_simp	no
L7-0745	朵		b79-m1-comparison-evaluation	b7-general-formal		id_mismatch_no_simp	no
L7-0746	躲避	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-general-formal		simp_fallback	no
L7-0747	额外	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-finance-business		simp_fallback	no
L7-0748	恶霸		b79-m1-comparison-evaluation	b7-politics-society		id_mismatch_no_simp	no
L7-0749	恶化	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0750	恶心		b79-m1-comparison-evaluation	b7-health-medical		id_mismatch_no_simp	no
L7-0751	恶劣	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-nature-geography		simp_fallback	no
L7-0752	遏制	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-politics-society		simp_fallback	no
L7-0753	恩怨	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-social-emotions		simp_fallback	no
L7-0754	而已	b79-m2-emphasis-reinforcement	b79-m1-comparison-evaluation	b7-academic-logic		simp_fallback	no
L7-0755	耳环		b79-m1-comparison-evaluation	b7-social-culture		id_mismatch_no_simp	no
L7-0756	二手		b79-m1-comparison-evaluation	b7-finance-business		id_mismatch_no_simp	no
L7-0757	发布会	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-culture-media		simp_fallback	no
L7-0758	发财	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-finance-business		simp_fallback	no
L7-0759	发呆		b79-m2-agreement-concession	b7-social-behavior		id_mismatch_no_simp	no
L7-0760	发抖	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-emotions		simp_fallback	no
L7-0761	发挥		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0762	发火	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-emotions		simp_fallback	no
L7-0763	发掘	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0764	发考卷		b79-m2-agreement-concession	b7-academic-work		id_mismatch_no_simp	no
L7-0765	发狂		b79-m2-agreement-concession	b7-social-emotions		id_mismatch_no_simp	no
L7-0766	发脾气	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-behavior		simp_fallback	no
L7-0767	发票		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0768	发起		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0769	发射		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0770	发誓	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-nuance		simp_fallback	no
L7-0771	发行		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0772	发炎		b79-m2-agreement-concession	b7-health-medical		id_mismatch_no_simp	no
L7-0773	发扬	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-virtues	polite	simp_fallback	no
L7-0774	发育	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0775	发源		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0776	发展中国家		b79-m2-agreement-concession	b7-politics-diplomacy		id_mismatch_no_simp	no
L7-0777	法案		b79-m2-agreement-concession	b7-politics-legal		id_mismatch_no_simp	no
L7-0778	法定		b79-m2-agreement-concession	b7-politics-legal		id_mismatch_no_simp	no
L7-0779	法规		b79-m2-agreement-concession	b7-politics-legal		id_mismatch_no_simp	no
L7-0780	法术		b79-m2-agreement-concession	b7-culture-heritage		id_mismatch_no_simp	no
L7-0781	法制		b79-m2-agreement-concession	b7-politics-legal		id_mismatch_no_simp	no
L7-0782	法子		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0783	番		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0784	繁多		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0785	繁忙	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0786	繁荣		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0787	繁殖		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0788	反驳	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0789	反差	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0790	反常	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0791	反倒	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0792	反感	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-emotions		simp_fallback	no
L7-0793	反击	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-politics-military		simp_fallback	no
L7-0794	反抗		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0795	反馈	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-work	polite	simp_fallback	no
L7-0796	反面	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0797	反派		b79-m2-agreement-concession	b7-culture-media		id_mismatch_no_simp	no
L7-0798	反省	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-social-virtues		simp_fallback	no
L7-0799	反映		b79-m2-agreement-concession	b7-academic-logic		not_found	no
L7-0800	反应堆		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0801	反之		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0802	范畴	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-academic-logic		simp_fallback	no
L7-0803	贩卖	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-finance-business		simp_fallback	no
L7-0804	方才		b79-m2-agreement-concession	b7-general-formal		id_mismatch_no_simp	no
L7-0805	方寸		b79-m2-agreement-concession	b7-social-nuance		id_mismatch_no_simp	no
L7-0806	方案		b79-m2-agreement-concession	b7-finance-business		id_mismatch_no_simp	no
L7-0807	方位		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0808	方针		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0809	防备		b79-m2-agreement-concession	b7-politics-military		id_mismatch_no_simp	no
L7-0810	防范		b79-m2-agreement-concession	b7-politics-society		id_mismatch_no_simp	no
L7-0811	防腐		b79-m2-agreement-concession	b7-tech-science		id_mismatch_no_simp	no
L7-0812	防洪		b79-m2-agreement-concession	b7-tech-infrastructure		id_mismatch_no_simp	no
L7-0813	防火墙	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-tech-science		simp_fallback	no
L7-0814	防守		b79-m2-agreement-concession	b7-culture-sports		id_mismatch_no_simp	no
L7-0815	防疫	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-health-medical		simp_fallback	no
L7-0816	防御	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-politics-military		simp_fallback	no
L7-0817	防止		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0818	防治		b79-m2-agreement-concession	b7-health-medical		id_mismatch_no_simp	no
L7-0819	妨碍	b79-m2-emphasis-reinforcement	b79-m2-agreement-concession	b7-general-formal		simp_fallback	no
L7-0820	仿佛		b79-m2-agreement-concession	b7-academic-logic		id_mismatch_no_simp	no
L7-0821	非法	b79-m2-counterargument	b79-m2-agreement-concession	b7-politics-legal		simp_fallback	no
