status	unit	id	simp	gloss_en	defs	example_zh	example_en	key_tokens
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0097	尺寸	propriety	propriety	我们有你的尺寸，但是没有那个颜色。	We have your size, but not in that color.	propriety
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0124	次	next in sequence	next in sequence | sequence	这架飞机一次可以携带40名乘客。	This airplane is capable of carrying 40 passengers at a time.	next,sequence
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0151	大型	large	large | large-scale	这是我所见过的最大型的构造了。	This is the most massive structure I have ever seen.	large,scale
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0211	多样	diverse	diverse	实际上，网络的作用有着无数的多种多样的。	In fact, there are countless, varied uses for the Internet.	diverse
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0212	多种	many kinds of; multiple; diverse; multi-	many kinds of	实际上，网络的作用有着无数的多种多样的。	In fact, there are countless, varied uses for the Internet.	many,kinds,multiple,diverse,multi
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0242	分之	used to form fractions	used to form fractions	仅三分之一的成员出席了会议。	Only one third of the members turned up at the meeting.	used,form,fractions
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0271	个别	individually; one by one	individually	只有个别人才懂了我的意思。	Only a few people understood me.	individually
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0423	巨大	huge; immense; enormous; gigantic	huge	巨大的柱子遮住了视线，让人看不到湖。	A large pillar obstructs the view of the lake.	huge,immense,enormous,gigantic
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0425	距离	distance	distance	博物馆和这里之间距离多远 ?	How far is it from here to the museum?	distance
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0438	棵	classifier for trees, cabbages, plants etc	classifier for trees	她在一棵树下坐着。	She was sitting under a tree.	classifier,trees,cabbages,plants,etc
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0447	宽	wide	wide	我新家的客厅很宽敞。	The living room in my new house is very large.	wide
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0514	密	dense	dense	密码是"Muiriel"。	The password is "Muiriel".	dense
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0555	批	to ascertain	to ascertain | to criticize	对严格限制经济的批评蜂拥而来。	Critics are coming down hard on tightened economic restrictions.	ascertain,criticize
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0586	轻易	easy; simple	easy	不轻易发怒的，大有聪明。	He who is slow to anger has great understanding.	easy,simple
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0660	首	head	head	这首歌让我想家了。	The song reminds me of my home.	head
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0678	顺序	sequence	sequence	我们应该把学生的名字跟着字母顺序来安排。	We ought to sort the students' names alphabetically.	sequence
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0718	挺	straight	straight	天氣挺冷的。	It's pretty cold.	straight
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0730	透	thoroughly	thoroughly	今天糟糕透了，所以我准备去喝一杯就直接上床。	I had an awful experience today, so I'm going to have a beer and go straight to bed.	thoroughly
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0762	稳定	steady	steady	由于一些写得糟糕的函数，系统大多数情况下不稳定。	In consequence of some badly coded functions, the system is unstable most of the time.	steady
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0764	无	no	no | not	宇宙毫无疑问是无限的。	There's no doubt that the universe is infinite.	not
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0770	无限	unlimited	unlimited	宇宙毫无疑问是无限的。	There's no doubt that the universe is infinite.	unlimited
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0803	项	sum	sum	他以牺牲自己的健康为代价完成了这项工作。	He did it at the expense of his health.	sum
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0810	小型	small scale	small scale | small size	我想要一輛有空調的小型車。	I want a compact car with an air conditioner.	small,scale,size
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0821	型	mold	mold	这不是我喜欢的类型。	This is not my type.	mold
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0836	迅速	rapid	rapid	小偷迅速地窜入了人群。	The thief whipped out into the crowd.	rapid
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0867	一律	same; identical	same	这个节目变得千篇一律。	This program has become stereotyped.	same,identical
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0942	阵	disposition of troops	disposition of troops | short period of time	昨天我在放学回家的路上突然遇上了一阵大雨。	As I returned from school yesterday, I was caught in a sudden shower.	disposition,troops,short,period,time
REVIEW_EN_ALIGNMENT	b4-quantity-measurement	L4-0952	支	branch	branch	我可以用支票付吗？	May I pay by check?	branch
REVIEW_EN_ALIGNMENT	b4-narrative	L4-0588	情景	scene; spectacle	scene	咖啡师们该创造一个情景喜剧。	Baristas need to make a sitcom.	scene,spectacle
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0014	摆	to arrange	to arrange | to exhibit	大好的前途摆在他面前。	A brilliant future lay before him.	arrange,exhibit
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0016	摆脱	to break away from	to break away from | to cast off	你该摆脱你的坏习惯。	You must rid yourself of bad habits.	break,away,cast,off
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0083	沉	to submerge	to submerge | to sink	我们保持了沉默。	We kept quiet.	submerge,sink
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0099	冲	pungent	pungent	外交谈判帮助结束了冲突。	Diplomatic dialogue helped put an end to the conflict.	pungent
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0104	抽	to draw out	to draw out | to sprout or bud	数据表明年轻人抽烟的现象没有减少。	As is evident from the data, smoking is not decreasing among the young.	draw,out,sprout,bud
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0157	戴	to bear	to bear | to respect	她戴上了她的帽子。	She put on her hat.	bear,respect
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0261	盖	lid	lid	看那座被雪覆盖的山。	Look at that mountain which is covered with snow.	lid
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0295	逛	to stroll	to stroll | to visit	母親去了逛街。	Mother has gone shopping.	stroll,visit
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0370	寄	to entrust; to place in sb's care	to entrust | to mail	我請他們再寄給我一張票。	I told them to send me another ticket.	entrust,place,care,mail
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0390	降	to drop	to drop | to fall	由于产量过剩，卷心菜的价格下降了。	The price of cabbage fell because of overproduction.	drop,fall
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0428	卷	to roll up	to roll up | a roll	由于产量过剩，卷心菜的价格下降了。	The price of cabbage fell because of overproduction.	roll
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0483	列	to arrange	to arrange | to line up	跳上一列正在开的火车是很危险的。	It is dangerous to jump onto a moving train.	arrange,line
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0500	落	to leave out	to leave out | to set	一块岩石从上面落下。	A rock fell from above.	leave,out,set
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0525	摸	to feel with the hand	to feel with the hand | to copy	他在口袋里摸着找他的钱包。	He felt in his pocket for his wallet.	feel,hand,copy
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0536	闹	noisy	noisy	昨天闹钟没响，Kurt也就没醒过来。	Yesterday the alarm clock didn't go off and Kurt didn't wake up.	noisy
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0581	切	to cut; to slice; to carve	to cut | to slice	她是他的一切。	She is everything to him.	cut,slice,carve
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0593	圈	to confine	to confine | to circle	你可以骑上我的摩托车去遛一圈。	You can have a ride on my motorcycle.	confine,circle
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0609	扫	a broom	a broom	汤姆说他打扫屋子打扫了一天。	Tom said that he had been cleaning the house all day.	broom
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0613	晒	to bask in	to bask in | to shine on	他常常坐着晒太阳，什么也不做。	He would sit in the sun doing nothing.	bask,shine
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0614	闪	spark	spark	她的眼睛闪烁着喜悦的光芒。	Her eyes were shining with joy.	spark
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0623	上门	to drop in	to drop in | to visit	快递员会上门取件。	The courier will come to your door to pick up the package.	drop,visit
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0671	刷	a brush	a brush | to brush	他为一份印刷量很大的报纸工作。	He works for a newspaper with a large circulation.	brush
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0696	躺	to recline	to recline | to lie down	男孩躺着听收音机。	The boy lay listening to the radio.	recline,lie,down
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0716	贴	to stick	to stick | to post	别忘了在你的信上贴张邮票。	Don't forget to put a stamp on your letter.	stick,post
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0717	停下	to stop	to stop	他停下来抽根烟。	He paused to have a cigarette.	stop
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0737	脱	to shed	to shed | to escape	回家后先把外套脱下来。	Take off your coat first after you get home.	shed,escape
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0742	弯	to bend	to bend | a bend	当您开车的时候，应该在转弯处减速。	When you are driving, you should slow down on corners.	bend
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0774	吸	to breathe	to breathe | to absorb	你必须从失败中吸取教训。	You must learn from mistakes.	breathe,absorb
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0778	吸引	to attract; to appeal to; to fascinate	to attract | to fascinate	魔术师吸引了孩子们的注意。	The magician had the children's attention.	attract,appeal,fascinate
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0858	摇	to row	to row | to rock	建筑物在地震中摇晃。	The buildings shook in the earthquake.	row,rock
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0870	移	to move	to move | to shift	随着时间的推移，比赛增加了规则以使之更安全。	As time went on, rules were added to the game to make it safer.	move,shift
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0872	移民	to immigrate	to immigrate | to migrate	若追根溯源，绝大多数美国人都是移民。	Most Americans are descended from immigrants.	immigrate,migrate
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0964	种	to grow	to grow	农民在种田。	The farmers are farming.	grow
REVIEW_EN_ALIGNMENT	b4-verbs-action	L4-0976	转动	to turn sth around	to turn sth around | to swivel	爱让世界转动。	Love makes the world go round.	turn,sth,around,swivel
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0011	暗示	to hint; to suggest	to hint | hint	他的话暗示着什么？	What do his words imply?	hint,suggest
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0064	参考	consultation	consultation	在英国的时候，我经常看参考书。	While in England I often consulted the guidebook.	consultation
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0068	测	to survey	to survey | to measure	我们明天有个测验。	We have a test tomorrow.	survey,measure
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0069	测量	survey	survey	三次测量，一次切除。	Measure thrice, cut once.	survey
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0126	刺激	irritant	irritant	更多投資在教育的錢將會刺激經濟成長。	More money for education will spur economic growth.	irritant
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0207	对付	to handle; to deal with; to tackle	to handle | to tackle	如果必要的话，我不反对付特别费用。	I have no objection to paying a special fee if it is necessary.	handle,deal,tackle
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0219	发挥	to display	to display | to exhibit	因为你们公司的业务能够发挥我的特长。	Because your business can play to my strengths.	display,exhibit
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0231	反映	to mirror	to mirror | to report	一个国家的风俗习惯反映了它的文化。	The manners and customs of a country reflect its culture.	mirror,report
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0331	怀疑	to suspect that	to suspect that | to doubt	这一消息证实了我的怀疑。	The news confirmed my suspicions.	suspect,doubt
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0361	记载	to write down	to write down | to record	根据圣经记载，上帝用6天创造了世界。	According to the Bible, God made the world in six days.	write,down,record
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0385	讲究	to pay particular attention to	to pay particular attention to	我们老师确实很讲究礼节，不是吗？	Our teacher really stands on ceremony, doesn't she?	pay,particular,attention
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0436	考察	to inspect	to inspect | to observe and study	我發現實地考察很有教育意義。	I found the field trip very educational.	inspect,observe,study
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0482	了解	to understand	to understand | to realize	不要相信一个你一点都不了解他过去的人。	Don't trust a man whose past you know nothing about.	understand,realize
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0518	面临	to face sth; to be confronted with	to face sth | to be confronted with	俄罗斯面临着严重的财政困难。	Russia is facing great financial difficulties.	face,sth,confronted
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0617	善于	to be good at; to be adept at	to be good at | to be adept at	我或许不善于社交,但这并不意味我不和别人交谈。	I may be antisocial, but it doesn't mean I don't talk to people.	good,adept
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0681	思考	to reflect on	to reflect on | to ponder over	女人观察，男人思考。	The woman observes and the man thinks.	reflect,ponder,over
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0819	形容	to describe	to describe	她的魅力難以用筆墨形容。	Her charm is beyond description.	describe
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0908	遇	to treat	to treat | to receive	我们去年遇到了赤字。	We went into the red last year.	treat,receive
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0909	遇到	to meet; to run into; to come across	to meet | to run into	我们去年遇到了赤字。	We went into the red last year.	meet,run,come,across
REVIEW_EN_ALIGNMENT	b4-verbs-cognition	L4-0910	遇见	to meet	to meet	我遇见了一位老妇人。	I met an old woman.	meet
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0042	辩论	debate	debate	比尔擅长辩论。	Bill is skillful in arguing and debating.	debate
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0110	出席	to attend	to attend | to participate	仅三分之一的成员出席了会议。	Only one third of the members turned up at the meeting.	attend,participate
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0402	结	knot	knot	外交谈判帮助结束了冲突。	Diplomatic dialogue helped put an end to the conflict.	knot
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0406	解释	explanation	explanation	请让我解释一下。	Please let me explain.	explanation
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0521	描写	to describe; to depict; to portray	to describe | to depict	我打算描寫我們的公園和山。	I am going to write about our parks and mountains.	describe,depict,portray
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0556	批	to ascertain	to ascertain | to criticize	对严格限制经济的批评蜂拥而来。	Critics are coming down hard on tightened economic restrictions.	ascertain,criticize
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0620	赏	a reward	a reward	凯特受所有人欣赏。	Kate is looked up to by everybody.	reward
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0763	问候	to give one's respects	to give one's respects | to send a greeting	代我问候你妈妈。	Say hello to your mum for me.	give,respects,send,greeting
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0880	议论	to comment	to comment | to discuss	我不喜欢别人在背后议论我。	I don't like people talking about me behind my back.	comment,discuss
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0925	赞成	to approve	to approve | to assist	你赞成还是反对这个计划？	Are you for or against the plan?	approve,assist
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0945	征求	to solicit	to solicit | to seek	你应该向他征求意见。	You ought to ask him for advice.	solicit,seek
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0954	指挥	to conduct	to conduct | to direct	狮子听从驯兽师的指挥。	The lion followed the trainer's commands.	conduct,direct
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0971	祝福	blessings	blessings	所有的思念与祝福都包进了那薄薄的饺子皮里。	All of the longing and wishes for good fortune are wrapped up in the fragile skin of the dumplings.	blessings
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0973	著作	to write	to write	那位是一个著作等身的教授。	She's a professor whose works you could stack up to head height.	write
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0995	阻止	to prevent	to prevent | to block	没人能阻止我去那儿。	No one can keep me from going there.	prevent,block
REVIEW_EN_ALIGNMENT	b4-verbs-communication	L4-0998	作出	to put out	to put out | to make	他给我的工作作出了明确指示。	He gave me precise instructions to do the job.	put,out,make
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0019	包裹	to wrap up	to wrap up | to bind up	你的包裹在这里。	Your package is here.	wrap,bind
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0065	参与	to participate	to participate	奥运会最重要的不是获胜，而是参与。	The most important thing in the Olympic Games is not winning but taking part.	participate
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0174	登	to mount	to mount | to scale	他登上了前往洛杉矶的飞机。	He boarded a plane bound for Los Angeles.	mount,scale
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0226	翻	to turn over	to turn over | to cross	因为我想成为翻译。	Because I want to be a translator.	turn,over,cross
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0289	关闭	to shut	to shut | to close	请关闭电视机。	Please turn off the TV.	shut,close
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0345	获	to get	to get | to win	没有什么是不劳而获的。	Nothing is achieved without effort.	get,win
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0364	系	to tie	to tie | to be	没关系。	It doesn't matter.	tie
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0378	减	to lower	to lower | to reduce	我想减肥。	I want to lose weight.	lower,reduce
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0435	看望	to see	to see	我刚知道你在生病，所以下了班来看望你。	I just found out that he's sick, so I'll visit him later.	see
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0626	设置	to set up; to install	to set up | to install	大部分程序员讨厌调试，设置故障比纠正它们有意思多了。	Most developers hate debugging; it's more fun to create bugs than to correct them.	set,install
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0627	申请	to apply for sth	to apply for sth	你能把我的名字加到等候批准的申请人名单上吗？	Could you put my name on the waiting list?	apply,sth
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0641	实施	to implement	to implement | to carry out	广泛的安全措施实施了。	Broad safety measures were put into effect.	implement,carry,out
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0652	收回	to regain	to regain | to retake	对不起。我收回我的话。	I'm sorry. I take back my words.	regain,retake
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0653	收获	to harvest	to harvest | harvest	一分耕耘，一分收获。	No pain, no gain.	harvest
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0655	手工	handwork	handwork	这块地毯是手工制作的。	This rug is handmade.	handwork
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0659	守	to guard	to guard | to defend	我相信他会信守诺言。	I believed that he would keep his promise.	guard,defend
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0677	睡着	to fall asleep	to fall asleep	他睡着的时候，打呼声很响。	He was snoring loudly while he slept.	fall,asleep
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0701	提供	to offer	to offer | to supply	电视的优点在于它给体育爱好者提供了更大的方便。	Television has the advantage of providing sports fans with greater convenience.	offer,supply
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0726	投	to cast	to cast | to send	谁来为风险投资提供资金？	Who will provide capital for the venture?	cast,send
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0727	投入	to throw into	to throw into | to invest in	当更多的纸币投入使用，价格就下跌了。	As more paper money came into use, the value fell.	throw,invest
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0735	推迟	to postpone	to postpone | to defer	她推迟了去墨西哥的行程。	She put off going to Mexico.	postpone,defer
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0736	推销	to market	to market | to sell	这位女士是不是推销员？	Is this lady a saleswoman?	market,sell
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0752	维护	to defend	to defend | to uphold	我们要维护世界和平。	We must safeguard world peace.	defend,uphold
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0753	维修	maintenance	maintenance	這間房子要維修了。	This house must be done up.	maintenance
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0829	选择	to select; to pick	to select | to pick	你可以选择红茶，咖啡或牛奶。	You have a choice of black tea, coffee, or milk.	select,pick
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0847	研究	research	research | to research	我們必須總體地研究這事件。	We must study the affair as a whole.	research
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0907	预订	to place an order	to place an order | to book ahead	我要预订一间6月3日的单人房。	I'd like to reserve a single room on June 3.	place,order,book,ahead
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0921	运用	to use	to use | to put to use	你要学会灵活运用所学知识。	You must learn to apply what you have learned flexibly.	use,put
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0927	赞助	to support	to support | to assist	我覺得這個贊助不太合適。	I don't think this sponsor is very suitable.	support,assist
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0935	着	to catch; to be affected by	to catch | to be affected by	他着凉了。	He caught a cold.	catch,affected
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0938	召开	to convoke	to convoke | to convene	会议将在下周日召开。	The meeting will take place next Sunday.	convoke,convene
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0974	抓紧	to keep a firm grip on	to keep a firm grip on | to lose no time in	那个溺水的男人抓紧了绳子。	The drowning man grasped at the rope.	keep,firm,grip,lose,time
REVIEW_EN_ALIGNMENT	b4-verbs-daily-practical	L4-0981	装修	to decorate	to decorate | to renovate	太棒了！是毛坯房还是装修房？	Great! Is the apartment bought as a concrete shell, or is it ready to move into?	decorate,renovate
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0130	促进	boost	boost	它也会促进城市的经济发展。	It will also help to strengthen the city's economy.	boost
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0131	促使	to prompt; to induce; to spur	to prompt | to spur	饥饿促使他偷窃。	Hunger urged him to steal.	prompt,induce,spur
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0154	代替	to replace; to take the place of	to replace | to take the place of	你会代替我去派对吗？	Will you go to the party instead of me?	replace,take,place
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0196	动摇	to sway	to sway | to rock	到了最後的一刻，我的決心突然動搖了。	My resolution dissolved at the last moment.	sway,rock
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0239	分散	to scatter	to scatter | to disperse	我们分散开来并在树林中展开搜索。	We spread out and began to search through the woods.	scatter,disperse
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0285	固定	to fix	to fix | to fasten	專職作家沒有固定的收入。	Professional writers do not have a regular income.	fix,fasten
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0332	缓解	to bring relief	to bring relief | to dull	你吃了这药，胃痛就会缓解很多。	After you take the medicine, your stomachache will be much relieved.	bring,relief,dull
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0380	减少	to lessen; to decrease; to reduce; to lower	to lessen | to lower	数据表明年轻人抽烟的现象没有减少。	As is evident from the data, smoking is not decreasing among the young.	lessen,decrease,reduce,lower
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0401	节省	saving	saving	电脑为我们节省了很多时间，解决了很多问题。	Computers save us a lot of time and trouble.	saving
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0426	聚	poly-	poly-	我们每周在这儿聚一次。	We gather here once a week.	poly
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0489	流传	to spread	to spread | to circulate	說話就如過眼雲煙，文字卻能流傳千古。	Words fly, texts remain.	spread,circulate
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0493	录取	to hire	to hire | to admit	我希望考试能录取。	I hope to graduate at the exams.	hire,admit
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0553	培养	to cultivate	to cultivate | to breed	子女培养全社会都很关心，教育要进行改革。	The raising of children is something that concerns the entire community. There will be an education reform.	cultivate,breed
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0554	培育	to train	to train | to breed	这片土地培育了优良的作物。	This land cultivates excellent crops.	train,breed
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0608	散	scattered	scattered	你为什么说要去公园散步？	Why are you saying you want to walk in the park?	scattered
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0618	伤害	to injure; to harm	to injure | to harm	她不是伤害者。	She is not the victim.	injure,harm
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0706	替	to substitute for	to substitute for | for	你会代替我去派对吗？	Will you go to the party instead of me?	substitute
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0786	下降	to decline	to decline | to drop	由于产量过剩，卷心菜的价格下降了。	The price of cabbage fell because of overproduction.	decline,drop
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0841	延长	to prolong; to extend	to prolong | to extend	工人们抱怨他们的工作时间被延长了。	The workers are complaining that their hours have been increased.	prolong,extend
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0874	遗传	heredity	heredity	通过遗传修饰，我们可以改良农作物。	Through genetic modification, we can improve crops.	heredity
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0881	引	to pull	to pull | to draw	披头士的发型引起了轰动。	The hair style of the Beatles created a sensation.	pull,draw
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0884	引起	to give rise to; to lead to; to cause; to arouse	to give rise to | to cause	披头士的发型引起了轰动。	The hair style of the Beatles created a sensation.	give,rise,lead,cause,arouse
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0929	战斗	to fight	to fight | to engage in combat	这是战斗发生的地方。	This is the place where the battle took place.	fight,engage,combat
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0930	战胜	to prevail over	to prevail over | to defeat	刘备和诸葛亮是一支无法战胜的队伍。	Liu Bei and Zhuge Liang are an unbeatable team.	prevail,over,defeat
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0941	针对	to focus on	to focus on | to target	你在聚会中针对Lisa体重作出的评论是完全不适当的。	The remark you made at the party about Lisa's weight was totally uncalled for.	focus,target
REVIEW_EN_ALIGNMENT	b4-verbs-change-process	L4-0944	征服	to conquer	to conquer | to subdue	他被數字征服了。	He was overcome by numbers.	conquer,subdue
